BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key,Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs,,,,,,,
,,,,,,,,,,,,,,,68:9C:70:BE:03:BC, 2015-02-11 11:39:09, 2015-02-11 11:40:46,-55,47, 00:23:AB:BC:D8:C0, bloomu,bloomu-open,,,,,,
,,,,,,,,,,,,,,,A4:C3:61:2E:E9:30, 2015-02-11 11:36:52, 2015-02-11 11:40:47,-48,23, 40:F4:EC:DA:F9:C0, bloomu,,,,,,,
,,,,,,,,,,,,,,,D4:F4:6F:2F:1A:B4, 2015-02-11 11:36:13, 2015-02-11 11:40:43,-43,16, B0:00:B4:21:B2:50,,,,,,,,
,,,,,,,,,,,,,,,80:00:6E:B2:13:31, 2015-02-11 11:40:47, 2015-02-11 11:40:47,-43,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,9A:1F:28:98:83:E3, 2015-02-11 11:40:00, 2015-02-11 11:40:45,-37,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,60:69:44:F3:4E:D3, 2015-02-11 11:39:43, 2015-02-11 11:40:43,-1,17, 00:23:AB:BC:D8:C0,,,,,,,,
,,,,,,,,,,,,,,,54:EA:A8:7D:EB:01, 2015-02-11 11:39:39, 2015-02-11 11:40:54,-59,432, 00:23:AB:BC:D8:C0, bloomu,,,,,,,
,,,,,,,,,,,,,,,8C:29:37:0E:1F:B9, 2015-02-11 11:40:57, 2015-02-11 11:40:57,-1,1, 00:23:AB:BC:D8:C0,,,,,,,,
,,,,,,,,,,,,,,,80:00:6E:92:30:03, 2015-02-11 11:33:02, 2015-02-11 11:41:07,-54,12, 40:F4:EC:DB:0A:80, bloomu,,,,,,,
,,,,,,,,,,,,,,,DA:7F:79:56:45:8A, 2015-02-11 11:41:04, 2015-02-11 11:41:04,-42,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,F0:99:BF:4F:E6:AB, 2015-02-11 11:36:55, 2015-02-11 11:41:13,-40,22, 00:23:AB:BC:D8:CA,,,,,,,,
,,,,,,,,,,,,,,,3C:AB:8E:69:F6:8A, 2015-02-11 11:41:14, 2015-02-11 11:41:14,-36,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,F0:DB:F8:48:53:6E, 2015-02-11 11:39:50, 2015-02-11 11:41:25,-50,15, B0:00:B4:21:B2:5A, bloomu-open,,,,,,,
,,,,,,,,,,,,,,,64:9A:BE:DE:D8:D1, 2015-02-11 11:36:27, 2015-02-11 11:41:23,-29,7, B0:00:B4:21:B2:50,,,,,,,,
,,,,,,,,,,,,,,,DC:86:D8:D5:CC:D4, 2015-02-11 11:41:33, 2015-02-11 11:41:33,-49,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,34:4D:F7:18:9A:97, 2015-02-11 11:41:46, 2015-02-11 11:41:46,-53,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,04:15:52:01:6E:1E, 2015-02-11 11:40:29, 2015-02-11 11:41:43,-51,4, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,34:23:BA:2D:23:78, 2015-02-11 11:39:31, 2015-02-11 11:41:45,-40,25, B0:00:B4:21:B2:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,2C:B4:3A:70:AA:4A, 2015-02-11 11:40:45, 2015-02-11 11:41:57,-45,26, 10:8C:CF:EA:C0:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,FC:C2:DE:56:34:A7, 2015-02-11 11:42:59, 2015-02-11 11:42:59,-68,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,7C:C5:37:F6:3C:C2, 2015-02-11 11:41:46, 2015-02-11 11:42:59,-64,3, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,28:E1:4C:11:6B:2B, 2015-02-11 11:36:07, 2015-02-11 11:42:58,-63,11, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,C4:62:EA:34:FA:27, 2015-02-11 11:32:33, 2015-02-11 11:42:59,-62,5, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,1C:99:4C:A8:D1:FA, 2015-02-11 11:42:59, 2015-02-11 11:42:59,-62,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,A0:B4:A5:2A:E5:35, 2015-02-11 11:42:59, 2015-02-11 11:42:59,-62,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,2C:B4:3A:E4:51:86, 2015-02-11 11:42:00, 2015-02-11 11:42:57,-61,26, B0:00:B4:21:B2:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,AE:85:0F:7B:67:02, 2015-02-11 11:42:57, 2015-02-11 11:42:57,-61,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,8A:6E:47:5E:6F:B1, 2015-02-11 11:42:17, 2015-02-11 11:42:17,-60,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,68:5D:43:9C:B0:3F, 2015-02-11 11:41:35, 2015-02-11 11:42:54,-60,7, 10:8C:CF:EA:C0:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,C0:33:5E:08:67:07, 2015-02-11 11:42:52, 2015-02-11 11:42:52,-59,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,50:B7:C3:1B:73:39, 2015-02-11 11:39:18, 2015-02-11 11:42:57,-58,2, 10:8C:CF:EA:13:90,,,,,,,,
,,,,,,,,,,,,,,,7C:FA:DF:D7:B4:F6, 2015-02-11 11:42:47, 2015-02-11 11:42:47,-58,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,D8:D1:CB:3B:B6:CA, 2015-02-11 11:42:09, 2015-02-11 11:42:54,-58,29, (not associated) , 04B412739941,BIDA--Office-guest,lcccwlan,TWDG991T,SweetFrog Guest ,Faith_Guest,GFC_01,corky
,,,,,,,,,,,,,,,98:D6:F7:8A:43:04, 2015-02-11 11:32:40, 2015-02-11 11:42:58,-57,67, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,50:2E:5C:A0:24:FF, 2015-02-11 11:32:45, 2015-02-11 11:43:01,-56,8, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,34:23:BA:38:7F:F6, 2015-02-11 11:39:30, 2015-02-11 11:42:27,-56,7, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,6C:71:D9:4F:05:A5, 2015-02-11 11:32:25, 2015-02-11 11:42:20,-56,43, B0:00:B4:21:B2:5B, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,78:31:C1:17:70:C9, 2015-02-11 11:42:08, 2015-02-11 11:42:40,-56,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,38:B1:DB:7B:76:3F, 2015-02-11 11:40:13, 2015-02-11 11:42:40,-55,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,C8:6F:1D:50:6C:FB, 2015-02-11 11:42:03, 2015-02-11 11:42:26,-55,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,D8:CF:9C:E0:E7:1C, 2015-02-11 11:42:20, 2015-02-11 11:42:20,-55,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,88:1F:A1:A7:D0:B6, 2015-02-11 11:42:09, 2015-02-11 11:42:43,-55,5, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,F4:09:D8:9D:97:37, 2015-02-11 11:42:43, 2015-02-11 11:42:43,-55,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,4C:7C:5F:85:8E:02, 2015-02-11 11:42:45, 2015-02-11 11:42:45,-55,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,F4:37:B7:87:15:AC, 2015-02-11 11:38:36, 2015-02-11 11:42:52,-55,9, B0:00:B4:21:B2:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,6C:40:08:14:80:1B, 2015-02-11 11:42:39, 2015-02-11 11:43:01,-55,17, B0:00:B4:21:B2:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,5C:2E:59:47:51:53, 2015-02-11 11:40:01, 2015-02-11 11:42:13,-54,9, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,FC:C2:DE:AC:82:A2, 2015-02-11 11:42:15, 2015-02-11 11:42:15,-54,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,48:D7:05:5B:BA:F1, 2015-02-11 11:42:53, 2015-02-11 11:42:53,-54,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,90:68:C3:1B:A0:D8, 2015-02-11 11:41:52, 2015-02-11 11:43:01,-54,7, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,CC:3A:61:2C:31:62, 2015-02-11 11:43:00, 2015-02-11 11:43:00,-54,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,AC:FD:EC:86:B8:32, 2015-02-11 11:40:36, 2015-02-11 11:42:29,-53,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,D0:4F:7E:D5:21:26, 2015-02-11 11:42:25, 2015-02-11 11:42:25,-53,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,BC:92:6B:03:0A:AE, 2015-02-11 11:42:54, 2015-02-11 11:42:54,-53,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,44:D8:84:CD:42:FE, 2015-02-11 11:42:37, 2015-02-11 11:42:37,-52,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,C8:E0:EB:C9:24:62, 2015-02-11 11:42:41, 2015-02-11 11:42:46,-51,2, B0:00:B4:21:B2:5B, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,2C:54:CF:D2:63:8B, 2015-02-11 11:42:04, 2015-02-11 11:42:22,-51,23, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,48:43:7C:73:80:0E, 2015-02-11 11:42:18, 2015-02-11 11:42:18,-51,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,B0:9F:BA:1F:57:25, 2015-02-11 11:41:50, 2015-02-11 11:42:47,-50,5, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,24:E3:14:E4:2A:E5, 2015-02-11 11:42:55, 2015-02-11 11:42:56,-50,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,88:C6:63:21:33:EF, 2015-02-11 11:42:05, 2015-02-11 11:42:51,-49,13, (not associated) , belkin.ca2,Fog & Flame Public 2.4GHz,T8534,belkin.6a8,HOME-FD3E,RubySycamore,,
,,,,,,,,,,,,,,,70:3E:AC:14:66:9A, 2015-02-11 11:39:31, 2015-02-11 11:42:21,-49,3, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,6C:94:F8:38:64:7D, 2015-02-11 11:42:20, 2015-02-11 11:42:26,-48,5, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,BC:52:B7:BE:8B:DF, 2015-02-11 11:40:55, 2015-02-11 11:42:52,-48,11, B0:00:B4:21:B2:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,E4:98:D6:11:CF:6C, 2015-02-11 11:40:26, 2015-02-11 11:43:01,-47,35, B0:00:B4:21:B2:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,18:AF:61:61:BA:5F, 2015-02-11 11:41:56, 2015-02-11 11:42:33,-46,3, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,4C:7C:5F:32:C8:D7, 2015-02-11 11:41:48, 2015-02-11 11:42:44,-46,15, B0:00:B4:21:B2:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,2C:D0:5A:CF:6C:4F, 2015-02-11 11:42:24, 2015-02-11 11:42:24,-45,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,10:A5:D0:E9:9F:78, 2015-02-11 11:42:36, 2015-02-11 11:42:40,-45,4, 10:8C:CF:EA:C0:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,24:69:A5:2D:75:F0, 2015-02-11 11:42:38, 2015-02-11 11:42:39,-44,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,88:53:95:4B:0B:6D, 2015-02-11 11:42:34, 2015-02-11 11:42:49,-44,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,0C:15:39:1E:AC:E0, 2015-02-11 11:41:38, 2015-02-11 11:42:57,-43,4, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,88:CB:87:58:46:B7, 2015-02-11 11:41:22, 2015-02-11 11:42:45,-41,17, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,9C:F3:87:53:3C:29, 2015-02-11 11:42:46, 2015-02-11 11:42:46,-41,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,78:31:C1:AC:B7:8E, 2015-02-11 11:43:02, 2015-02-11 11:43:02,-39,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,48:D7:05:95:29:30, 2015-02-11 11:36:51, 2015-02-11 11:42:58,-38,16, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,46:5E:E2:89:78:EA, 2015-02-11 11:42:42, 2015-02-11 11:42:49,-38,19, 00:25:00:FF:94:73,,,,,,,,
,,,,,,,,,,,,,,,70:3E:AC:4C:9C:9C, 2015-02-11 11:41:25, 2015-02-11 11:42:11,-36,4, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,68:D9:3C:34:3C:A6, 2015-02-11 11:42:21, 2015-02-11 11:42:29,-35,12, 10:8C:CF:EA:C0:5B, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,D4:F4:6F:A7:50:F3, 2015-02-11 11:42:15, 2015-02-11 11:42:15,-35,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,84:38:35:97:70:65, 2015-02-11 11:42:24, 2015-02-11 11:42:24,-35,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,DC:86:D8:59:3E:1B, 2015-02-11 11:40:53, 2015-02-11 11:42:29,-33,14, 10:8C:CF:EA:C0:5B, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,5C:51:4F:8C:B1:17, 2015-02-11 11:40:48, 2015-02-11 11:42:43,-32,4, 10:8C:CF:EA:C0:5B,,,,,,,,
,,,,,,,,,,,,,,,30:3A:64:5E:AA:56, 2015-02-11 11:41:34, 2015-02-11 11:42:22,-30,3, 10:8C:CF:EA:C0:5B,,,,,,,,
,,,,,,,,,,,,,,,34:4D:F7:3A:49:7C, 2015-02-11 11:42:35, 2015-02-11 11:42:38,-29,5, B0:00:B4:21:B2:5B, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,D8:BB:2C:E6:CC:CA, 2015-02-11 11:39:18, 2015-02-11 11:42:50,-25,86, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,78:FD:94:05:32:48, 2015-02-11 11:41:08, 2015-02-11 11:42:06,-22,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,90:48:9A:DE:C6:FE, 2015-02-11 11:24:11, 2015-02-11 11:42:47,-21,156, 6C:FA:89:08:88:10, bloomu,,,,,,,
,,,,,,,,,,,,,,,34:BB:26:9D:39:D7, 2015-02-11 11:20:32, 2015-02-11 11:43:01,-14,382, 00:23:AB:BC:D8:C0, bloomu,SRBNET,VirginMobile MiFi2200 24E Secure,ptnet,lukeguest,,,
,,,,,,,,,,,,,,,48:D7:05:3A:72:F0, 2015-02-11 11:43:02, 2015-02-11 11:43:03,-1,21, 40:F4:EC:DA:F7:70,,,,,,,,
,,,,,,,,,,,,,,,00:C0:CA:6A:A2:94, 2015-02-11 11:20:33, 2015-02-11 11:43:03,-64,1149, 40:F4:EC:DA:F7:70, bloomu,,,,,,,
